Detected Component: I1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:0 G31:0 G31:0 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:-0.001 G31:0 G31:0.001 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: V1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R2
G11:0 G11:0 G11:0 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
G11:0 G11:0 G11:0 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R1
G11:0.001 G11:0 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R2
G11:0.001001 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
G11:0.001001 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: C1
G11:1 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Time,N001,N002,N003,N004,C1,L1,R2,R1,V1,I1,
0.008476,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008477,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008478,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008479,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00848,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008481,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008482,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008483,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008484,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008485,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008486,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008487,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008488,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008489,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00849,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008491,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008492,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008493,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008494,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008495,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008496,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008497,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008498,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008499,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.0085,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008501,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008502,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008503,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008504,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008505,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008506,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008507,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008508,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008509,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00851,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008511,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008512,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008513,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008514,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008515,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008516,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008517,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008518,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008519,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00852,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008521,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008522,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008523,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008524,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008525,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008526,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008527,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008528,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008529,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00853,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008531,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008532,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008533,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008534,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008535,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008536,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008537,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008538,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008539,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00854,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008541,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008542,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008543,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008544,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008545,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008546,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008547,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008548,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008549,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00855,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008551,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008552,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008553,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008554,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008555,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008556,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008557,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008558,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008559,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00856,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008561,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008562,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008563,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008564,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008565,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008566,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008567,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008568,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008569,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00857,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008571,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008572,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008573,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008574,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008575,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008576,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008577,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008578,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008579,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00858,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008581,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008582,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008583,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008584,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008585,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008586,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008587,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008588,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008589,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00859,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008591,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008592,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008593,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008594,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008595,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008596,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008597,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008598,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008599,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.0086,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008601,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008602,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008603,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008604,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008605,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008606,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008607,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008608,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008609,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00861,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008611,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008612,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008613,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008614,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008615,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008616,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008617,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008618,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008619,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00862,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008621,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008622,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008623,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008624,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008625,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008626,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008627,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008628,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008629,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00863,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008631,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008632,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008633,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008634,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008635,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008636,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008637,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008638,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008639,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00864,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008641,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008642,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008643,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008644,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008645,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008646,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008647,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008648,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008649,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00865,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008651,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008652,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008653,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008654,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008655,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008656,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008657,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008658,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008659,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00866,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008661,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008662,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008663,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008664,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008665,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008666,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008667,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008668,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008669,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00867,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008671,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008672,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008673,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008674,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008675,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008676,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008677,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008678,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008679,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00868,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008681,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008682,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008683,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008684,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008685,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008686,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008687,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008688,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008689,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00869,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008691,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008692,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008693,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008694,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008695,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008696,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008697,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008698,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008699,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.0087,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008701,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008702,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008703,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008704,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008705,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008706,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008707,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008708,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008709,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00871,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008711,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008712,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008713,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008714,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008715,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008716,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008717,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008718,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008719,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00872,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008721,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008722,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008723,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008724,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008725,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008726,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008727,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008728,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008729,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00873,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008731,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008732,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008733,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008734,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008735,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008736,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008737,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008738,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008739,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00874,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008741,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008742,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008743,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008744,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008745,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008746,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008747,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008748,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008749,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00875,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008751,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008752,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008753,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008754,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008755,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008756,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008757,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008758,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008759,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00876,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008761,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008762,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008763,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008764,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008765,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008766,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008767,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008768,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008769,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00877,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008771,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008772,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008773,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008774,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008775,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008776,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008777,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008778,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.008779,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
